B1,B2,B3,B4
-0.042,0.029,-0.117,0.034
0.049,-0.015,0.042,-0.081
0.066,-0.059,-0.229,-0.042
0.029,-0.115,-0.19,-0.007
-0.029,0.105,-0.076,0.012
0.039,0.225,-0.09,0.056
0.085,-0.022,-0.144,-0.044
0.044,-0.195,0.139,-0.105
-0.029,-0.029,-0.012,-0.107
-0.02,0.21,-0.034,0.002
-0.012,0.017,-0.044,0.015
0.012,0.024,-0.076,0.071
-0.032,0.09,-0.066,0.051
-0.042,-0.017,-0.081,-0.002
-0.071,-0.073,0.01,-0.073
-0.105,-0.063,0,0.032
0.024,0.095,0.029,0.144
0.005,0.017,0.02,0.046
-0.056,-0.122,-0.046,-0.007
-0.068,0.078,-0.156,0.002
0.002,0.037,0.032,0.061
0.063,-0.068,-0.142,0.115
0.027,-0.02,-0.215,0.09
-0.015,0.09,-0.005,0.044
0.051,0.063,0.071,-0.054
0.139,-0.103,-0.12,-0.007
0.112,-0.046,-0.085,0.039
0.066,-0.112,0.015,0.105
0.022,-0.005,-0.137,0.046
0.042,-0.024,0.015,0.063
0.059,-0.051,-0.068,-0.015
-0.034,-0.049,-0.061,0.017
-0.044,-0.044,-0.117,-0.015
-0.012,-0.103,-0.125,0.061
0.012,-0.081,0.054,0.078
0,-0.078,0.049,0.059
-0.042,-0.127,-0.117,0
0.002,-0.044,-0.061,-0.042
-0.002,-0.095,0.151,-0.046
0.015,-0.071,-0.088,-0.015
-0.012,-0.071,-0.137,0.068
-0.061,0.034,-0.115,-0.002
-0.022,0.034,-0.007,-0.085
0.078,-0.068,-0.027,-0.137
0.024,0.051,-0.12,0.007
0.117,0.146,-0.037,0.017
0.098,0.242,0.186,0.029
0,-0.271,-0.168,0
0.098,0.005,-0.039,-0.09
0.09,0.051,0.015,-0.068
-0.01,0.146,0.054,-0.017
0.005,0.154,0.081,0.051
0.017,-0.059,-0.061,-0.015
0.022,0.054,-0.044,-0.012
-0.115,-0.061,0.181,-0.034
-0.112,-0.181,0.061,0.005
-0.068,-0.129,-0.115,0.083
-0.066,0.103,0.195,0.044
-0.002,0.02,0.173,-0.005
-0.039,-0.073,-0.049,0.051
-0.049,-0.127,-0.178,0.073
-0.051,0.034,0.142,0.081
0.085,0.022,0.159,0.027
0.142,0.107,-0.039,-0.042
0.056,0.2,0.029,0.027
-0.068,-0.049,-0.027,0.051
0.049,0.051,-0.044,0.01
0.081,0.093,0.02,0.066
0.007,0.237,-0.022,-0.032
0.076,0.134,0.029,-0.022
0.112,0.085,-0.046,-0.046
0.059,-0.11,-0.051,0.061
-0.127,-0.117,0.046,0.01
-0.142,-0.027,-0.049,0.015
-0.032,-0.042,0.11,-0.012
0.029,-0.012,-0.034,0.002
0,-0.142,-0.132,-0.051
-0.134,-0.107,-0.137,0.01
-0.159,-0.044,-0.168,-0.005
-0.039,-0.178,0.083,-0.024
0.054,-0.127,0.059,-0.027
-0.005,0.181,-0.051,-0.029
-0.044,0.103,0.007,0.071
-0.034,0.042,0.156,-0.029
-0.024,-0.066,-0.132,-0.01
-0.007,0.142,-0.024,-0.098
-0.046,0.122,0,-0.125
0.056,0.132,0.022,-0.149
0.081,0.151,-0.073,-0.095
-0.034,0.139,-0.049,-0.007
-0.127,0.142,0.139,-0.01
-0.1,-0.068,0.027,-0.027
0.059,0.098,0.024,-0.042
0.051,-0.02,0.181,-0.037
-0.012,0.059,0.073,-0.017
-0.059,-0.066,0.227,0.007
-0.098,0.027,0.071,0.039
0.002,-0.071,-0.081,0.005
0.066,-0.056,0.168,0.007
-0.022,0.081,0.081,0.044
-0.049,0.046,0.044,-0.034
0.022,-0.078,0.051,-0.017
0.134,-0.11,0.112,0.054
-0.032,-0.042,0.037,0.027
0.02,0.1,0.024,0.039
-0.012,0.159,0.044,0.032
-0.083,0.071,0.098,0.032
-0.046,0.081,-0.181,0
-0.071,0.09,-0.132,0.059
-0.046,-0.037,-0.081,0.068
0.059,0.015,-0.293,0.005
0.11,0.151,0.083,0.034
0.049,0.083,0.12,-0.051
-0.103,-0.117,-0.095,-0.046
-0.137,0.029,-0.09,-0.051
-0.042,-0.073,0.12,0.078
0.049,-0.122,0.059,0.093
-0.017,-0.137,-0.132,0.081
-0.122,-0.027,0.054,0.01
-0.054,-0.085,0.176,0.015
0.046,-0.037,-0.02,-0.012
-0.024,-0.054,-0.166,-0.022
-0.005,-0.029,0.166,0.02
0.042,-0.01,0.044,-0.007
0.051,-0.081,-0.042,-0.073
-0.071,0.09,-0.1,-0.085
-0.11,0.046,0.046,0.002
0.02,0.024,0.129,0.017
0.137,0.042,-0.02,-0.017
0.073,0.061,-0.054,-0.09
-0.056,0.049,0.022,-0.088
-0.071,0.049,0.156,-0.066
0.012,0.056,0.127,-0.034
-0.027,0.005,-0.022,-0.007
-0.117,0.071,0.029,0.051
-0.127,0.061,0.11,-0.034
-0.073,0.088,-0.005,-0.103
-0.083,0.044,0.112,-0.09
-0.068,0.073,0.068,-0.017
-0.085,-0.139,0.056,0.066
0.005,0.002,0.005,0.093
0.012,0.146,0.088,0.01
-0.007,-0.063,0.1,-0.061
-0.125,0.059,0.132,-0.095
-0.137,-0.061,0.054,-0.024
0.046,0.181,0.059,0.034
0.156,0.188,0.085,-0.002
0.037,0.046,0.076,-0.022
-0.137,0.076,0.017,-0.059
-0.122,0.159,-0.061,-0.066
-0.024,-0.017,0.149,-0.002
0.039,0.078,0.061,0.088
0.017,0.134,0.093,0.02
-0.12,0.012,0,-0.071
-0.249,0.181,-0.007,-0.139
-0.225,0.017,-0.024,-0.051
-0.056,0.02,0.063,0.093
-0.039,-0.149,0.01,0.132
-0.144,-0.059,-0.01,0.005
-0.181,0.046,-0.085,-0.088
-0.081,0.081,-0.088,-0.11
-0.027,-0.017,0.007,0.005
-0.054,-0.027,-0.022,0.085
-0.122,0.09,0.005,0.098
-0.037,-0.015,-0.144,-0.056
0.046,0.103,-0.166,-0.142
0.103,0.164,0.083,-0.073
-0.029,0.095,0.137,0.005
-0.081,-0.032,-0.029,0.034
-0.015,0.088,0.066,-0.044
0.059,0.054,0.042,-0.107
-0.039,0.137,-0.056,-0.083
-0.027,-0.022,0.159,-0.085
-0.012,0.029,0.208,-0.056
-0.107,0.044,-0.002,0.044
-0.117,-0.063,-0.117,0.039
-0.081,-0.098,0.186,-0.007
-0.017,-0.027,0.164,-0.073
-0.039,-0.032,0.205,-0.122
-0.078,-0.061,-0.017,-0.037
-0.034,0.107,-0.002,-0.042
0,0.002,-0.002,-0.002
0.083,0.093,-0.051,-0.039
0.083,0.061,0.002,-0.071
0.051,0.12,-0.078,-0.144
-0.029,0.017,-0.164,-0.066
-0.032,0.095,0.007,0.002
-0.061,0.21,0.125,-0.017
0.049,0.159,-0.156,-0.078
0.027,0.081,-0.093,-0.1
-0.061,-0.081,0.073,-0.063
-0.161,0,0.149,0.056
-0.154,0.01,-0.034,0.044
-0.059,-0.044,0.066,-0.01
-0.081,-0.122,0.103,-0.093
-0.056,0.039,0.022,-0.1
-0.166,-0.164,-0.127,0.012
-0.049,0.071,0.007,0.11
-0.054,-0.046,0.042,0.129
-0.098,-0.066,-0.022,0.017
-0.164,-0.054,-0.007,-0.007
-0.056,-0.029,-0.034,0.029
0.027,0.1,0.059,0.017
-0.015,-0.002,-0.098,0.024
-0.09,0.098,-0.112,-0.054
-0.095,0.063,-0.11,-0.039
0.007,0.198,0.122,-0.024
-0.015,0.083,-0.071,-0.007
0.056,0.059,0.002,-0.115
-0.037,0.222,0.19,-0.09
-0.105,0.042,0.122,-0.176
-0.083,0.076,0.039,-0.095
-0.015,0.066,-0.007,-0.022
-0.073,0.12,0.081,0.002
-0.105,-0.103,0.105,-0.046
-0.078,0.042,0.205,-0.051
-0.044,-0.081,0.12,-0.049
-0.098,-0.044,0.208,0.024
-0.044,0.022,0.149,-0.005
-0.117,0.012,0.127,-0.164
-0.061,0.056,-0.056,-0.066
-0.01,-0.085,0.066,0.076
-0.051,0.015,0.198,0.044
-0.024,0.154,0.005,0.007
-0.005,0.066,-0.066,0.029
0.017,-0.002,0.01,-0.046
-0.02,0.295,-0.01,-0.137
0.061,0.264,-0.076,-0.085
0.054,0.066,-0.007,0.017
-0.005,-0.039,0.095,-0.068
-0.056,-0.083,0.103,-0.007
-0.051,0.19,-0.024,0.142
-0.09,-0.012,-0.007,0.051
-0.056,-0.09,-0.029,0
-0.095,-0.063,0.044,-0.02
-0.134,0.024,0.125,-0.002
-0.125,-0.029,0.156,0.054
-0.127,-0.068,0.068,0.159
-0.085,0.02,-0.017,0.063
0.051,-0.015,0.088,-0.071
0.046,-0.061,0.095,0.01
-0.034,0.017,0.056,0.024
-0.024,0.046,0.042,0.093
0.068,-0.012,0.085,0.027
0.017,0.076,-0.266,0.032
-0.022,-0.007,-0.083,-0.02
0.01,0.076,0.068,0.002
0.029,-0.005,-0.02,-0.027
-0.022,0.212,-0.203,0.039
0.042,0.083,-0.034,-0.066
-0.015,0.073,-0.005,-0.1
-0.149,-0.01,0.039,-0.125
-0.134,0.034,0.129,-0.037
-0.168,0.054,0.117,-0.024
-0.137,-0.076,0.11,0.042
-0.046,0.107,0.02,0.002
-0.061,0.039,0.11,-0.068
-0.12,-0.032,-0.022,-0.085
-0.12,-0.112,0.032,0.034
-0.073,-0.037,-0.015,0.034
-0.081,0.024,-0.071,-0.024
-0.044,0.012,0.002,-0.032
-0.012,0.146,0.022,-0.071
0.034,0.117,-0.051,-0.073
0.005,0.139,0.017,-0.005
0.012,0.09,-0.061,0
-0.071,0.154,-0.137,-0.073
0,0.073,-0.103,-0.193
0.093,0.176,0,-0.125
0.054,-0.02,0.051,-0.002
-0.01,0.071,-0.068,0.081
0.007,0.044,-0.005,0.002
-0.015,0.046,-0.022,-0.085
-0.134,-0.02,0.107,-0.11
-0.073,-0.032,-0.176,-0.039
-0.078,-0.017,-0.083,0.012
-0.093,-0.115,0.173,-0.015
0.007,-0.054,0.049,-0.032
0.083,-0.105,-0.127,-0.059
0.002,0.112,-0.024,-0.017
0,-0.1,0.066,-0.01
-0.007,-0.061,-0.149,-0.037
0.103,0.007,-0.1,-0.056
0.105,-0.024,-0.012,-0.071
-0.005,-0.1,-0.034,-0.071
-0.01,-0.088,0.024,-0.002
0.044,0.027,0.076,-0.098
0.061,0.02,-0.007,-0.12
-0.002,-0.081,0.01,-0.066
0.071,-0.171,0.103,-0.012
0.122,-0.007,0.034,-0.024
-0.017,0.027,-0.005,-0.049
-0.215,-0.076,0.051,-0.085
-0.144,-0.093,-0.054,-0.149
0.044,-0.076,0.002,-0.051
0.107,-0.012,0.215,0.032
0.051,-0.034,0.142,0.034
-0.076,-0.117,-0.012,0.032
-0.078,0.039,0.088,-0.076
0.083,0.107,0.098,-0.085
0.159,-0.159,0.029,-0.024
0.107,0.046,0.068,0.007
0.032,0.137,-0.029,-0.017
0.024,0.066,0.066,-0.076
0.02,0.071,0.015,-0.032
-0.007,0.017,-0.042,-0.029
0.037,0.151,0.117,0.054
-0.083,-0.042,0.042,0.002
-0.042,-0.037,0.09,-0.02
0.037,0.046,0.037,-0.059
0.005,0.195,0.188,-0.01
-0.01,0.037,0.151,0.039
-0.034,0.088,-0.017,0.063
0.007,0.032,0.015,0.054
0.007,-0.073,0.19,0.066
-0.024,-0.051,0.127,0.112
-0.059,-0.017,-0.117,0.061
-0.01,0.029,0.024,0.139
-0.066,-0.154,0.09,0.168
-0.146,-0.073,0.024,0.139
-0.059,0.024,0.046,0
0.059,-0.002,0,-0.015
0.09,-0.11,-0.22,0.059
0.088,0.061,-0.188,0.146
0.042,0.088,0.037,0.159
0.022,0.046,-0.073,0.046
0.071,-0.066,-0.271,-0.066
0.061,-0.093,-0.059,-0.007
0.027,0.073,0.107,0.032
0.059,-0.029,-0.073,0.037
0.012,-0.11,-0.22,0.044
-0.024,-0.029,-0.056,0.054
-0.017,-0.105,-0.042,0.007
0.022,-0.215,0.144,0.044
0.056,-0.178,0.105,-0.01
0.071,-0.21,0.037,0.078
-0.002,-0.034,-0.007,0.1
-0.027,-0.029,-0.046,0.09
0.002,-0.095,-0.066,-0.027
0.032,-0.042,-0.034,0.002
0.039,-0.127,0.073,-0.037
0.071,0.007,0.002,-0.071
0.066,-0.093,-0.078,0.005
0.107,-0.066,-0.22,0.056
0.161,-0.051,-0.039,-0.002
0.061,0.046,-0.066,-0.09
0.022,0.002,-0.342,-0.024
0.037,0.122,-0.105,0.071
0.103,-0.039,-0.1,0.127
0.107,-0.024,-0.1,0.012
0.085,0.037,-0.127,0.02
-0.029,-0.103,-0.046,0.032
-0.076,0.032,0.027,0.022
-0.012,-0.046,-0.037,0.112
-0.034,0.024,0.005,0.059
-0.061,-0.061,0.034,-0.01
0,-0.061,0.02,-0.017
-0.015,-0.115,-0.178,0.088
0.027,-0.085,-0.085,0.12
-0.017,-0.146,-0.02,0.117
-0.051,-0.103,-0.015,-0.027
-0.024,-0.12,-0.002,-0.039
0.059,-0.137,0.122,0.017
0.095,-0.01,0.034,0.066
0.015,0,-0.168,0.068
0.012,-0.027,-0.061,0
0.115,-0.029,-0.037,-0.022
0.2,0.059,-0.042,-0.037
0.203,0.007,-0.132,0.034
0.1,0.046,-0.076,0.01
0.056,-0.046,0.002,-0.005
0.063,0.015,-0.007,-0.017
0.017,-0.059,-0.027,-0.032
0.078,-0.02,0.027,-0.046
0.081,0.044,0.02,-0.042
0.044,-0.173,-0.02,0.002
-0.007,-0.125,0.059,0.103
-0.039,-0.244,0.071,0.095
-0.024,-0.095,-0.022,0.027
-0.024,-0.156,0.09,0.02
-0.056,-0.012,0.073,0
-0.066,-0.066,-0.081,0.056
-0.046,-0.161,-0.09,0.051
0.09,-0.078,-0.042,0.044
0.129,-0.017,0.046,0.049
0.09,0.115,-0.039,-0.056
-0.042,-0.049,-0.037,-0.073
-0.032,0.105,-0.073,-0.042
0.129,0.01,-0.037,0.083
0.19,0.103,-0.105,0.095
0.19,0.034,-0.037,0.042
0.098,-0.11,0.068,-0.059
0.02,-0.012,0.032,-0.046
0.076,0.125,0.059,0.049
0.029,0.107,-0.051,0.103
0.022,-0.132,0.002,0.081
0.022,-0.066,0.054,0.012
0.002,-0.166,0.066,-0.022
0.01,-0.032,0.029,0.02
0.012,-0.146,0.054,0.085
0.044,-0.122,0.042,0.078
0.007,-0.137,0.034,0.061
0.027,-0.09,0.076,0.063
0.054,-0.071,0.027,0.063
0.061,-0.059,-0.037,0.032
0.073,-0.107,0.09,0.056
0.073,-0.115,0.046,0.059
0.125,0.015,-0.134,0.022
0.137,0.027,-0.044,-0.078
0.139,0.015,-0.125,-0.024
0.127,-0.046,-0.149,-0.007
0.044,0.088,-0.083,-0.002
0.142,0.19,-0.032,-0.056
0.181,-0.012,0.081,-0.127
0.083,-0.173,0.095,0.002
-0.039,-0.151,-0.107,-0.007
-0.11,0.007,-0.093,-0.002
-0.068,-0.132,0.083,-0.032
-0.02,-0.042,0.098,-0.015
0.029,-0.127,-0.056,-0.024
-0.066,-0.12,-0.044,0.029
-0.144,-0.208,0.032,0.054
-0.039,-0.125,-0.085,0.012
0.129,-0.078,0.037,0.056
0.11,-0.081,0.129,0.042
-0.005,0.059,-0.083,0.015
-0.022,0.081,-0.256,-0.044
0.088,0.122,-0.027,-0.034
0.139,-0.059,0.005,0.039
0.085,-0.044,-0.068,0.039
0.039,0.046,-0.225,-0.012
0.034,0.081,-0.044,-0.029
0.098,0.051,0.066,-0.002
0.12,0.146,-0.1,0.1
-0.044,-0.015,-0.002,0.056
-0.107,-0.117,-0.037,-0.007
-0.061,0.056,-0.066,0.059
-0.01,0.134,-0.022,0.061
0.002,-0.034,0.056,0.125
-0.066,-0.247,-0.022,0.049
-0.059,-0.156,-0.005,0.056
0.039,-0.078,-0.027,0.066
0.039,-0.042,0.029,0.117
0.002,-0.046,-0.083,0.081
0.046,-0.081,0.029,0.02
0.093,-0.093,0.022,-0.012
0.129,-0.125,-0.166,-0.02
0.098,0.071,-0.051,0.095
0.046,0.02,-0.02,0.022
0.049,-0.085,-0.171,-0.002
0.071,-0.081,-0.081,-0.078
0.022,-0.02,-0.063,-0.012
-0.061,-0.037,-0.032,-0.015
0.012,-0.073,-0.042,0.002
0.073,-0.022,-0.029,-0.012
0.076,0.005,-0.034,-0.063
-0.007,0.015,-0.122,-0.054
-0.024,-0.059,0,0.01
0.046,-0.144,0.085,0.098
0.049,-0.198,-0.01,0.122
-0.046,-0.142,-0.037,0.085
-0.127,-0.051,-0.063,0.027
-0.039,-0.051,0.032,0.061
0.044,-0.088,0.01,0.017
0.107,-0.115,0.059,0.007
0.051,-0.085,0.129,-0.037
0.01,-0.017,0.002,-0.005
-0.005,0.11,-0.042,-0.017
0.127,0.066,-0.076,0.056
0.132,0.049,-0.037,-0.049
0.034,0.066,-0.027,-0.059
0.068,0.12,-0.054,-0.044
0.098,0.188,-0.073,0
0.039,0.151,0.059,0.044
-0.066,-0.176,0.132,-0.032
-0.054,-0.076,0.144,-0.081
-0.071,-0.02,-0.002,0.01
-0.027,-0.017,-0.046,0.144
-0.037,-0.085,-0.073,0.171
-0.081,-0.046,-0.024,0.044
-0.098,-0.012,0.095,0.002
-0.085,-0.112,0.164,0.022
0.039,-0.154,-0.022,-0.012
0.054,-0.088,0.061,0.015
-0.002,-0.002,0.042,0.024
-0.044,0.051,-0.044,0.005
0,0.085,-0.056,-0.056
0.081,0.078,-0.012,-0.061
0.083,-0.056,0.039,-0.007
0.029,-0.017,-0.09,0.012
0.046,0.015,-0.146,-0.042
0.017,0.137,-0.161,-0.061
0.007,0.095,-0.039,-0.085
-0.015,0.032,-0.059,-0.015
-0.066,-0.095,0.173,-0.042
-0.066,-0.059,0.125,-0.083
-0.007,-0.134,-0.071,-0.046
0.017,-0.095,0.078,-0.042
0.027,-0.066,0.024,-0.027
0.02,-0.066,-0.017,0.007
-0.068,-0.085,-0.022,0.054
-0.103,-0.103,0.032,0.049
-0.005,-0.049,-0.005,0.056
0.073,-0.051,0.017,-0.007
0.027,-0.063,-0.054,-0.032
0.054,0.042,0.125,-0.024
0.09,0.056,0.076,-0.02
0.161,-0.017,-0.007,-0.02
0.11,0.024,0.032,-0.024
0.066,-0.002,-0.032,-0.056
0.046,0.183,-0.066,-0.049
0.085,0.186,0.005,0.012
0.01,-0.134,0.007,0.049
-0.068,-0.083,0.022,0.107
-0.071,-0.066,0.112,0
-0.002,-0.027,0.012,-0.034
0.029,0.059,-0.105,0.02
-0.09,0,-0.024,0.149
-0.098,-0.02,0.068,0.054
-0.117,-0.129,-0.037,0.044
-0.073,-0.139,0.015,0.078
0.024,-0.061,0.022,0.027
-0.002,-0.054,0.076,0.061
-0.034,-0.105,-0.027,-0.017
-0.049,0.037,-0.12,0
0.059,0.037,-0.024,-0.015
0.029,-0.037,0.046,0.037
0.198,0.044,0.027,-0.039
0.12,0.132,-0.1,-0.085
0.046,0.254,-0.024,-0.081
-0.068,0.068,-0.02,-0.012
-0.09,0.022,-0.051,-0.022
0.012,0.171,0.073,0.039
0.1,0.212,0.098,-0.049
0.161,0.071,0.017,-0.073
0.071,-0.024,0.022,-0.02
-0.095,-0.022,0.005,0.066
-0.183,0.059,0.042,-0.015
-0.032,0.007,0.122,-0.01
0.044,0.02,0.066,0.005
0.027,0.007,0.156,0.049
-0.046,-0.02,0.144,0.105
-0.034,-0.085,0.01,0.081
0.017,-0.005,-0.007,-0.005
-0.029,-0.11,0.078,-0.027
0.078,0.01,-0.171,-0.073
0.027,0.117,-0.063,-0.039
0.024,0.01,-0.063,0.012
-0.022,0.012,-0.132,0.012
0.017,0.149,-0.178,-0.051
0.046,0.015,0.154,-0.024
0.027,-0.227,0.139,-0.059
0.1,0.107,0.039,0
0.151,0.205,0.173,-0.039
-0.09,-0.171,0.027,0.002
-0.212,-0.225,-0.239,-0.061
-0.11,0.049,-0.029,-0.142
0,-0.029,0.22,-0.054
-0.095,-0.024,0.066,0.059
-0.103,-0.049,0.127,0.098
-0.071,-0.042,0.137,0.002
-0.012,-0.039,0.022,-0.066
-0.034,-0.239,-0.137,-0.076
-0.01,0.105,-0.051,-0.024
-0.154,0.039,0.122,0.002
-0.122,-0.12,0.032,-0.088
0.056,-0.01,-0.063,-0.063
0.054,0.171,0.085,0.007
0.037,0.012,0.107,0.034
-0.027,0.02,-0.156,-0.034
-0.044,0.181,-0.049,-0.078
-0.007,0.061,-0.007,-0.115
0,0.056,0.01,-0.051
-0.042,0.029,-0.1,-0.02
-0.005,0.112,-0.164,-0.063
-0.051,-0.051,-0.032,0.024
-0.129,-0.1,0.081,0.081
-0.051,0.022,-0.027,0.039
-0.01,0.122,-0.129,0.02
-0.076,0.066,0.012,0.022
-0.02,-0.125,0.049,0.02
0.044,-0.01,-0.005,0.061
-0.017,-0.115,0.051,0.115
-0.081,-0.1,0.11,0.049
0.029,-0.076,-0.027,0.081
0.137,-0.071,0.027,0.068
0.029,-0.02,0.093,0.029
0.073,-0.081,0.029,0.005
-0.027,0.098,-0.142,0.039
-0.154,-0.129,0.051,-0.005
0.037,-0.051,0.073,-0.015
0.249,0.01,-0.029,0.029
0.212,0.02,0.005,0.061
-0.098,0.054,0.244,0.015
-0.173,-0.044,0.044,-0.027
0.022,0.093,-0.059,-0.071
0.063,-0.024,0.054,-0.09
0.171,-0.032,0.059,-0.039
0.015,-0.029,-0.061,-0.007
-0.212,0.02,0.181,0.027
-0.154,-0.071,0.171,-0.063
0.02,-0.134,-0.132,-0.015
0.103,0.083,-0.037,0.056
-0.142,0.017,0.056,0.039
-0.178,-0.002,0.012,-0.081
-0.044,-0.068,0.059,-0.125
0.081,0.137,0.027,-0.034
0.012,0.051,0.073,-0.056
-0.027,0.127,-0.01,-0.022
0.044,0.168,0.085,0.01
-0.002,0.002,-0.134,-0.056
0.002,0.007,-0.173,-0.076
-0.095,0.195,-0.112,-0.042
-0.037,0.203,0.088,-0.059
0.112,0.105,0.227,-0.007
0.044,-0.01,0.144,0.027
-0.081,0.112,0.105,0.027
-0.215,0.1,0.059,-0.017
-0.115,-0.103,0.088,-0.01
0.061,-0.024,-0.149,0.005
0.105,0.083,-0.105,0.056
-0.037,0.107,0.09,0.034
-0.037,0.022,-0.056,0.022
0.046,-0.059,0.029,-0.032
0.063,-0.139,0.085,-0.022
0.112,0.146,-0.02,0
-0.085,0.063,0.02,0.095
-0.022,0.159,0.117,-0.005
0.051,-0.037,0.044,-0.085
0.061,-0.173,0.017,-0.063
-0.007,0.146,-0.173,0.039
-0.01,0.044,-0.042,0.007
0.02,-0.054,0.115,-0.059
0.042,-0.007,-0.044,-0.085
0.115,0.122,-0.105,0.049
0.083,0,0.083,0.071
-0.056,-0.032,-0.063,0.012
-0.032,0.037,-0.076,-0.083
-0.01,0.007,0.066,-0.085
0.044,0.024,0.002,-0.046
0.042,-0.127,-0.151,-0.122
-0.09,0.01,-0.156,-0.076
-0.122,-0.071,0.012,-0.129
0.032,-0.11,0.137,-0.046
0.215,-0.027,0.051,-0.005
-0.044,0.117,-0.137,0.042
-0.22,-0.044,-0.071,-0.076
0,-0.073,0.012,-0.115
0.181,0.005,0.198,-0.066
0.139,-0.034,0.068,-0.002
-0.022,-0.012,-0.12,0.017
-0.107,0.085,-0.105,-0.034
0.032,0.056,0.107,-0.037
0.066,-0.032,0.115,-0.071
-0.081,-0.005,0.054,0.037
-0.156,0.076,-0.005,0.039
-0.09,0.085,-0.042,0.046
0.015,0,0.088,0.029
0.034,-0.059,0.112,0.005
-0.098,-0.076,0.02,0.012
-0.137,-0.081,-0.015,0.029
-0.037,-0.083,0.088,0.042
0.044,-0.115,0.071,0.073
-0.037,-0.078,-0.293,0.129
-0.144,-0.115,-0.269,0.076
-0.098,0.032,-0.042,0.007
-0.002,-0.061,-0.081,0.015
0.007,-0.063,-0.115,0.049
0.044,-0.042,0.137,0.044
0.066,0.308,0.198,-0.005
-0.049,0.176,0.161,-0.042
-0.005,-0.044,0.005,0.056
0.176,0.068,-0.266,0.044
0.173,0.068,-0.154,0.037
-0.1,0.022,0.083,0.044
-0.151,0.051,-0.142,-0.029
0.015,0.02,0.063,-0.093
0.005,0,0.168,-0.032
-0.029,-0.083,-0.024,0.012
-0.066,-0.181,-0.098,-0.056
-0.093,0.034,0.034,-0.073
-0.032,-0.046,0.107,-0.093
0.061,-0.144,-0.154,-0.022
0.01,-0.034,0,0.073
-0.034,0.01,0.049,0.049
-0.042,-0.068,-0.164,-0.015
-0.02,-0.125,0.061,-0.122
-0.029,0.078,0.195,-0.149
0.007,0.042,-0.183,-0.002
0.044,0.034,-0.051,0.076
0.044,0.146,0.044,-0.022
0,0.205,0.085,-0.044
0.005,0.068,0.054,-0.059
0,0.098,0.066,-0.095
0,0.183,0.024,-0.017
-0.059,0.205,-0.085,0.078
-0.068,0.107,-0.029,0.063
-0.103,0.11,0.129,0.054
-0.127,0.203,0.027,0.037
-0.059,0.249,-0.02,0.034
-0.005,0.059,0.061,0.073
-0.061,0.005,0.322,0.083
0.02,-0.01,-0.22,0.083
-0.015,-0.01,-0.154,0.027
-0.059,-0.088,0.229,-0.024
-0.049,-0.024,-0.044,0.012
-0.085,0.039,0.105,0.076
-0.09,-0.083,0.183,0.059
-0.017,-0.022,0.09,0.059
0.059,0.022,-0.032,0.063
0.171,0.137,0.054,-0.017
0.088,0.234,-0.002,-0.095
-0.032,0.132,-0.083,-0.139
-0.061,0.09,-0.088,-0.061
0.093,-0.015,0.076,-0.007
0.098,0.117,0.027,-0.061
0.024,0,-0.156,-0.09
0.005,-0.042,-0.034,-0.117
0.015,0.022,-0.042,-0.132
-0.01,-0.034,0.127,-0.012
-0.081,-0.085,0.244,0.063
-0.081,-0.22,0.166,-0.017
-0.066,-0.095,-0.068,-0.107
-0.039,-0.176,-0.037,-0.088
-0.093,-0.144,0.022,-0.022
-0.059,-0.11,-0.1,0.032
-0.022,-0.098,-0.063,-0.02
-0.039,-0.049,0.039,-0.093
0.027,-0.044,-0.01,-0.132
-0.012,0.073,-0.129,-0.034
-0.073,-0.056,-0.049,0
-0.032,0.01,-0.044,0.063
-0.029,0.046,-0.105,-0.034
-0.017,0.093,-0.146,-0.09
-0.002,0.039,0.024,-0.068
-0.002,0.09,0.005,0.01
0.002,0.151,-0.071,-0.005
-0.071,0.125,-0.007,0
-0.098,0.034,0.024,0.037
-0.144,-0.029,0.005,-0.032
-0.134,0.002,0.002,0.037
-0.042,0.005,0.068,0.056
-0.098,0.034,0.049,0.063
-0.12,-0.078,0.146,0.017
-0.037,-0.015,0.127,0.049
0.02,0.022,0.125,0.012
0.073,0.166,-0.039,0.073
0.01,-0.076,0.122,0.049
-0.034,-0.044,-0.078,0.034
0.002,0.09,-0.002,-0.054
0.012,-0.005,0.046,-0.073
-0.093,0.2,-0.012,-0.022
-0.125,-0.017,0.103,-0.007
-0.056,-0.088,-0.105,-0.012
0.249,0.024,-0.193,-0.037
0.247,0.054,0.063,-0.042
-0.059,-0.027,0.098,0.002
-0.073,0.073,-0.12,-0.024
0.022,0.076,0.078,-0.049
0.037,-0.044,0.095,-0.073
-0.01,-0.134,-0.083,-0.049
-0.063,-0.19,-0.303,0.007
-0.044,-0.132,0.078,-0.049
-0.063,-0.088,0.12,-0.032
0.034,0.015,-0.085,0.01
0.012,-0.059,-0.027,0.066
-0.073,0,0.068,-0.002
-0.034,-0.144,0.168,-0.063
0.063,-0.227,-0.042,-0.056
0.088,-0.032,0.059,-0.059
-0.032,0.173,-0.02,0.02
-0.037,0.015,-0.002,0.01
0.068,0.02,0.034,-0.012
-0.012,0.049,0.012,-0.098
-0.005,0.037,-0.063,-0.083
0.015,0.154,0.051,-0.01
0.063,0.063,-0.195,0.073
0.034,0.093,-0.105,-0.007
-0.073,0.142,0.083,-0.117
-0.103,0.09,-0.11,-0.103
